"","Family","Genus","Species","Common.Name","Origin","Lat...Long","latitude","longitude","Wild.caught.","Acclimation.Time..days.","Acclimation.Temperature..OC.","Acclimation.Salinity..psu.","PO2.Units","Acclimation.PO2","Acclimation.pH","Diet","Energy.Content","Ration.Unit","Ration.Size","Feeding.Regime","Photoperiod.Hours..L.D.","Sample.Size","Mean.Mass..g.","Mass.SD","Mass.SEM","Mass.Range.Upper..kg.","Mass.Range.Lower..kg.","Max.published.length..cm.","Calculated.mass..g.","percent.BM","Mean.Length..mm.","Length.SD","Length.SEM","Length.Range.Upper..mm.","Length.Range.Lower..mm.","Life.Stage","Expected.life.stage","Sex","Last.Feed..h.","RESPIROMETRY_TYPE","Swimming.Speed..body.lengths.s.1.","Hypoxia.Exposure.Method","Rate.of.Hypoxia.Onset..PO2.unit...min.1.","PO2.Setpoint.Time..mins.","Minimum.PO2","PO2.Unit","Salinity..psu.","Temp","pH","PCO2..uatm.","Access.to.Air","Oxy...conforming...regulating","Routine....Standard.MO2...RMR...SMR.","ORIGINAL_MR_VALUE","MO2.Range.Upper","MO2.Range.Lower","MO2.Units","MR.micro.mol.h","Critical_PO2","Critical.PO2.Range...Upper.Limit","Critical.PO2.Range...Lower.Limit","Critical.PO2.SD","Critical.PO2.SEM","Critical.PO2.Unit","Air.Breathing.Threshold","Pcrit..kPa.","Pcrit_SE","Pcrit.SD..kPa.","SMR..mgO2...kg..hr.","RMR..mgO2..kg..hr.","X100...Air.Sat...mmHg.","Statistical.Method","SMR.Determination.Method","Pcrit.Calculation.Method","mean.duration.of.Pcrit.trial..min.","Comments.and.Reference.Details","Reference","Year","Corresponding.Author","DOI","Full.Citation","X","C.Value","C.Value.method","Estimated_C.Value","Aspect.ratio.of.the.caudal.fin","animal","Salt","Taccl","logMass","Lat_abs","Calculatedpercent","logpercentcalc","logMR","residMR","relT","relT2","Salt_type_data","Conversion.factor.to.micro.mol.kg.h"
"607","Sebastidae","Sebastes","caurinus","copper rockfish","Stillwater Cove, central California","36.563931, -121.942715",36.6," -121.942715","Yes","14",12,"30","mg / L","4.1","8.05","frozen, high-protein krill","","","satation","",NA,1,6.58,"","","","",58,3400,0.19,"57.3","","","","","Juvinille","Juvenile","","36","Intermittent-Flow","","Equilibration with with N2","","","10","% Air Sat",30,12,"","","","","SMR","115,86","","","mg O2/kg/h",23.82,"156,471","","","","","% O2 sat","",3.27,"","","","","","","","broken stick regression method","150","Information suplied by Prof. Hamilton","","","","","Mattiasen, E. G., Kashef, N. S., Stafford, D. M., Logan, C. A., Sogard, S. M., Bjorkstedt, E. P., & Hamilton, S. L. (2020). Effects of hypoxia on the behavior and physiology of kelp forest fishes. Global change biology, 26(6), 3498-3511.",NA,NA,NA,0.99,"round","Sebastes_caurinus",30,0,0.818225894,36.6,0.193529412,-0.713253023,1.376941757,-0.048336021,-7.49e-16,-8.401531022,"quantatative",NA
"608","Sebastidae","Sebastes","caurinus","copper rockfish","Stillwater Cove, central California","36.563931, -121.942715",36.6," -121.942715","Yes","14",12,"30","mg / L","4.1","8.05","frozen, high-protein krill","","","satation","",NA,1,5.08,"","","","",58,3400,0.15,"55.9","","","","","Juvinille","Juvenile","","36","Intermittent-Flow","","Equilibration with with N2","","","10","% Air Sat",30,12,"","","","","SMR","116,73","","","mg O2/kg/h",18.53,"153,809","","","","","% O2 sat","",3.22,"","","","","","","","broken stick regression method","150","Information suplied by Prof. Hamilton","","","","","Mattiasen, E. G., Kashef, N. S., Stafford, D. M., Logan, C. A., Sogard, S. M., Bjorkstedt, E. P., & Hamilton, S. L. (2020). Effects of hypoxia on the behavior and physiology of kelp forest fishes. Global change biology, 26(6), 3498-3511.",NA,NA,NA,0.99,"round","Sebastes_caurinus",30,0,0.705863712,36.6,0.149411765,-0.825615205,1.267875419,-0.063334956,-7.49e-16,-8.401531022,"quantatative",NA
"609","Sebastidae","Sebastes","caurinus","copper rockfish","Stillwater Cove, central California","36.563931, -121.942715",36.6," -121.942715","Yes","14",12,"30","mg / L","4.1","8.05","frozen, high-protein krill","","","satation","",NA,1,4.02,"","","","",58,3400,0.12,"52.2","","","","","Juvinille","Juvenile","","36","Intermittent-Flow","","Equilibration with with N2","","","10","% Air Sat",30,12,"","","","","SMR","98,93","","","mg O2/kg/h",12.43,"158,395","","","","","% O2 sat","",3.31,"","","","","","","","broken stick regression method","150","Information suplied by Prof. Hamilton","","","","","Mattiasen, E. G., Kashef, N. S., Stafford, D. M., Logan, C. A., Sogard, S. M., Bjorkstedt, E. P., & Hamilton, S. L. (2020). Effects of hypoxia on the behavior and physiology of kelp forest fishes. Global change biology, 26(6), 3498-3511.",NA,NA,NA,0.99,"round","Sebastes_caurinus",30,0,0.604226053,36.6,0.118235294,-0.927252864,1.094471129,-0.151650202,-7.49e-16,-8.401531022,"quantatative",NA
"610","Sebastidae","Sebastes","caurinus","copper rockfish","Stillwater Cove, central California","36.563931, -121.942715",36.6," -121.942715","Yes","14",12,"30","mg / L","4.1","8.05","frozen, high-protein krill","","","satation","",NA,1,6.36,"","","","",58,3400,0.19,"62","","","","","Juvinille","Juvenile","","36","Intermittent-Flow","","Equilibration with with N2","","","10","% Air Sat",30,12,"","","","","SMR","92,26","","","mg O2/kg/h",18.34,"18,23","","","","","% O2 sat","",3.81,"","","","","","","","broken stick regression method","150","Information suplied by Prof. Hamilton","","","","","Mattiasen, E. G., Kashef, N. S., Stafford, D. M., Logan, C. A., Sogard, S. M., Bjorkstedt, E. P., & Hamilton, S. L. (2020). Effects of hypoxia on the behavior and physiology of kelp forest fishes. Global change biology, 26(6), 3498-3511.",NA,NA,NA,0.99,"round","Sebastes_caurinus",30,0,0.803457116,36.6,0.187058824,-0.728021801,1.263399331,-0.149514317,-7.49e-16,-8.401531022,"quantatative",NA
"611","Sebastidae","Sebastes","caurinus","copper rockfish","Stillwater Cove, central California","36.563931, -121.942715",36.6," -121.942715","Yes","14",12,"30","mg / L","4.1","8.05","frozen, high-protein krill","","","satation","",NA,1,6.68,"","","","",58,3400,0.2,"62.5","","","","","Juvinille","Juvenile","","36","Intermittent-Flow","","Equilibration with with N2","","","10","% Air Sat",30,12,"","","","","SMR","113,86","","","mg O2/kg/h",23.77,"19,88","","","","","% O2 sat","",4.16,"","","","","","","","broken stick regression method","150","Information suplied by Prof. Hamilton","","","","","Mattiasen, E. G., Kashef, N. S., Stafford, D. M., Logan, C. A., Sogard, S. M., Bjorkstedt, E. P., & Hamilton, S. L. (2020). Effects of hypoxia on the behavior and physiology of kelp forest fishes. Global change biology, 26(6), 3498-3511.",NA,NA,NA,0.99,"round","Sebastes_caurinus",30,0,0.824776462,36.6,0.196470588,-0.706702455,1.376029182,-0.054732603,-7.49e-16,-8.401531022,"quantatative",NA
"612","Sebastidae","Sebastes","caurinus","copper rockfish","Stillwater Cove, central California","36.563931, -121.942715",36.6," -121.942715","Yes","14",12,"30","mg / L","4.1","8.05","frozen, high-protein krill","","","satation","",NA,1,1.84,"","","","",58,3400,0.05,"44.2","","","","","Juvinille","Juvenile","","36","Intermittent-Flow","","Equilibration with with N2","","","10","% Air Sat",30,12,"","","","","SMR","134,15","","","mg O2/kg/h",7.71,"17,85","","","","","% O2 sat","",3.73,"","","","","","","","broken stick regression method","150","Information suplied by Prof. Hamilton","","","","","Mattiasen, E. G., Kashef, N. S., Stafford, D. M., Logan, C. A., Sogard, S. M., Bjorkstedt, E. P., & Hamilton, S. L. (2020). Effects of hypoxia on the behavior and physiology of kelp forest fishes. Global change biology, 26(6), 3498-3511.",NA,NA,NA,0.99,"round","Sebastes_caurinus",30,0,0.264817823,36.6,0.054117647,-1.266661094,0.887054378,-0.074921075,-7.49e-16,-8.401531022,"quantatative",NA
"613","Sebastidae","Sebastes","caurinus","copper rockfish","Stillwater Cove, central California","36.563931, -121.942715",36.6," -121.942715","Yes","14",12,"30","mg / L","4.1","8.05","frozen, high-protein krill","","","satation","",NA,1,11.27,"","","","",58,3400,0.33,"73","","","","","Juvinille","Juvenile","","36","Intermittent-Flow","","Equilibration with with N2","","","10","% Air Sat",30,12,"","","","","SMR","89,76","","","mg O2/kg/h",31.61,"17,96","","","","","% O2 sat","",3.76,"","","","","","","","broken stick regression method","150","Information suplied by Prof. Hamilton","","","","","Mattiasen, E. G., Kashef, N. S., Stafford, D. M., Logan, C. A., Sogard, S. M., Bjorkstedt, E. P., & Hamilton, S. L. (2020). Effects of hypoxia on the behavior and physiology of kelp forest fishes. Global change biology, 26(6), 3498-3511.",NA,NA,NA,0.99,"round","Sebastes_caurinus",30,0,1.051923916,36.6,0.331470588,-0.479555001,1.499824496,-0.121100658,-7.49e-16,-8.401531022,"quantatative",NA
"614","Sebastidae","Sebastes","caurinus","copper rockfish","Stillwater Cove, central California","36.563931, -121.942715",36.6," -121.942715","Yes","14",12,"30","mg / L","6","8.05","frozen, high-protein krill","","","satation","",NA,1,10.52,"","","","",58,3400,0.31,"67.5","","","","","Juvinille","Juvenile","","36","Intermittent-Flow","","Equilibration with with N2","","","10","% Air Sat",30,12,"","","","","SMR","197,27","","","mg O2/kg/h",64.85,"265,752","","","","","% O2 sat","",5.56,"","","","","","","","broken stick regression method","150","Information suplied by Prof. Hamilton","","","","","Mattiasen, E. G., Kashef, N. S., Stafford, D. M., Logan, C. A., Sogard, S. M., Bjorkstedt, E. P., & Hamilton, S. L. (2020). Effects of hypoxia on the behavior and physiology of kelp forest fishes. Global change biology, 26(6), 3498-3511.",NA,NA,NA,0.99,"round","Sebastes_caurinus",30,0,1.02201574,36.6,0.309411765,-0.509463177,1.81190998,0.216023362,-7.49e-16,-8.401531022,"quantatative",NA
"615","Sebastidae","Sebastes","caurinus","copper rockfish","Stillwater Cove, central California","36.563931, -121.942715",36.6," -121.942715","Yes","14",12,"30","mg / L","6","8.05","frozen, high-protein krill","","","satation","",NA,1,7.12,"","","","",58,3400,0.21,"64","","","","","Juvinille","Juvenile","","36","Intermittent-Flow","","Equilibration with with N2","","","10","% Air Sat",30,12,"","","","","SMR","118,06","","","mg O2/kg/h",26.27,"22,45","","","","","% O2 sat","",4.7,"","","","","","","","broken stick regression method","150","Information suplied by Prof. Hamilton","","","","","Mattiasen, E. G., Kashef, N. S., Stafford, D. M., Logan, C. A., Sogard, S. M., Bjorkstedt, E. P., & Hamilton, S. L. (2020). Effects of hypoxia on the behavior and physiology of kelp forest fishes. Global change biology, 26(6), 3498-3511.",NA,NA,NA,0.99,"round","Sebastes_caurinus",30,0,0.852479994,36.6,0.209411765,-0.678998923,1.419460073,-0.034494562,-7.49e-16,-8.401531022,"quantatative",NA
"616","Sebastidae","Sebastes","caurinus","copper rockfish","Stillwater Cove, central California","36.563931, -121.942715",36.6," -121.942715","Yes","14",12,"30","mg / L","6","8.05","frozen, high-protein krill","","","satation","",NA,1,3.73,"","","","",58,3400,0.11,"52.6","","","","","Juvinille","Juvenile","","36","Intermittent-Flow","","Equilibration with with N2","","","10","% Air Sat",30,12,"","","","","SMR","88,49","","","mg O2/kg/h",10.31,"26,67","","","","","% O2 sat","",5.58,"","","","","","","","broken stick regression method","150","Information suplied by Prof. Hamilton","","","","","Mattiasen, E. G., Kashef, N. S., Stafford, D. M., Logan, C. A., Sogard, S. M., Bjorkstedt, E. P., & Hamilton, S. L. (2020). Effects of hypoxia on the behavior and physiology of kelp forest fishes. Global change biology, 26(6), 3498-3511.",NA,NA,NA,0.99,"round","Sebastes_caurinus",30,0,0.571708832,36.6,0.109705882,-0.959770085,1.013258665,-0.205639889,-7.49e-16,-8.401531022,"quantatative",NA
"617","Sebastidae","Sebastes","caurinus","copper rockfish","Stillwater Cove, central California","36.563931, -121.942715",36.6," -121.942715","Yes","14",12,"30","mg / L","6","8.05","frozen, high-protein krill","","","satation","",NA,1,4.35,"","","","",58,3400,0.13,"53.7","","","","","Juvinille","Juvenile","","36","Intermittent-Flow","","Equilibration with with N2","","","10","% Air Sat",30,12,"","","","","SMR","113,56","","","mg O2/kg/h",15.44,"218,301","","","","","% O2 sat","",4.57,"","","","","","","","broken stick regression method","150","Information suplied by Prof. Hamilton","","","","","Mattiasen, E. G., Kashef, N. S., Stafford, D. M., Logan, C. A., Sogard, S. M., Bjorkstedt, E. P., & Hamilton, S. L. (2020). Effects of hypoxia on the behavior and physiology of kelp forest fishes. Global change biology, 26(6), 3498-3511.",NA,NA,NA,0.99,"round","Sebastes_caurinus",30,0,0.638489257,36.6,0.127941176,-0.89298966,1.188647296,-0.086158514,-7.49e-16,-8.401531022,"quantatative",NA
"618","Sebastidae","Sebastes","caurinus","copper rockfish","Stillwater Cove, central California","36.563931, -121.942715",36.6," -121.942715","Yes","14",12,"30","mg / L","6","8.05","frozen, high-protein krill","","","satation","",NA,1,8.37,"","","","",58,3400,0.25,"63.8","","","","","Juvinille","Juvenile","","36","Intermittent-Flow","","Equilibration with with N2","","","10","% Air Sat",30,12,"","","","","SMR","152,75","","","mg O2/kg/h",39.95,"20,64","","","","","% O2 sat","",4.32,"","","","","","","","broken stick regression method","150","Information suplied by Prof. Hamilton","","","","","Mattiasen, E. G., Kashef, N. S., Stafford, D. M., Logan, C. A., Sogard, S. M., Bjorkstedt, E. P., & Hamilton, S. L. (2020). Effects of hypoxia on the behavior and physiology of kelp forest fishes. Global change biology, 26(6), 3498-3511.",NA,NA,NA,0.99,"round","Sebastes_caurinus",30,0,0.922725458,36.6,0.246176471,-0.608753459,1.601516784,0.088754031,-7.49e-16,-8.401531022,"quantatative",NA
"619","Sebastidae","Sebastes","caurinus","copper rockfish","Stillwater Cove, central California","36.563931, -121.942715",36.6," -121.942715","Yes","14",12,"30","mg / L","8.4","8.05","frozen, high-protein krill","","","satation","",NA,1,6.28,"","","","",58,3400,0.18,"60.6","","","","","Juvinille","Juvenile","","36","Intermittent-Flow","","Equilibration with with N2","","","10","% Air Sat",30,12,"","","","","SMR","119,62","","","mg O2/kg/h",23.48,"268,096","","","","","% O2 sat","",5.61,"","","","","","","","broken stick regression method","150","Information suplied by Prof. Hamilton","","","","","Mattiasen, E. G., Kashef, N. S., Stafford, D. M., Logan, C. A., Sogard, S. M., Bjorkstedt, E. P., & Hamilton, S. L. (2020). Effects of hypoxia on the behavior and physiology of kelp forest fishes. Global change biology, 26(6), 3498-3511.",NA,NA,NA,0.99,"round","Sebastes_caurinus",30,0,0.797959644,36.6,0.184705882,-0.733519273,1.370698093,-0.03761318,-7.49e-16,-8.401531022,"quantatative",NA
"620","Sebastidae","Sebastes","caurinus","copper rockfish","Stillwater Cove, central California","36.563931, -121.942715",36.6," -121.942715","Yes","14",12,"30","mg / L","8.4","8.05","frozen, high-protein krill","","","satation","",NA,1,4.42,"","","","",58,3400,0.13,"53.5","","","","","Juvinille","Juvenile","","36","Intermittent-Flow","","Equilibration with with N2","","","10","% Air Sat",30,12,"","","","","SMR","130,64","","","mg O2/kg/h",18.04,"213,443","","","","","% O2 sat","",4.47,"","","","","","","","broken stick regression method","150","Information suplied by Prof. Hamilton","","","","","Mattiasen, E. G., Kashef, N. S., Stafford, D. M., Logan, C. A., Sogard, S. M., Bjorkstedt, E. P., & Hamilton, S. L. (2020). Effects of hypoxia on the behavior and physiology of kelp forest fishes. Global change biology, 26(6), 3498-3511.",NA,NA,NA,0.99,"round","Sebastes_caurinus",30,0,0.645422269,36.6,0.13,-0.886056648,1.256236533,-0.024373458,-7.49e-16,-8.401531022,"quantatative",NA
"621","Sebastidae","Sebastes","caurinus","copper rockfish","Stillwater Cove, central California","36.563931, -121.942715",36.6," -121.942715","Yes","14",12,"30","mg / L","8.4","8.05","frozen, high-protein krill","","","satation","",NA,1,3.96,"","","","",58,3400,0.12,"51.8","","","","","Juvinille","Juvenile","","36","Intermittent-Flow","","Equilibration with with N2","","","10","% Air Sat",30,12,"","","","","SMR","134,56","","","mg O2/kg/h",16.65,"197,689","","","","","% O2 sat","",4.14,"","","","","","","","broken stick regression method","150","Information suplied by Prof. Hamilton","","","","","Mattiasen, E. G., Kashef, N. S., Stafford, D. M., Logan, C. A., Sogard, S. M., Bjorkstedt, E. P., & Hamilton, S. L. (2020). Effects of hypoxia on the behavior and physiology of kelp forest fishes. Global change biology, 26(6), 3498-3511.",NA,NA,NA,0.99,"round","Sebastes_caurinus",30,0,0.597695186,36.6,0.116470588,-0.933783731,1.221414238,-0.01923958,-7.49e-16,-8.401531022,"quantatative",NA
"622","Sebastidae","Sebastes","mystinus","blue rockfish","Stillwater Cove, central California","36.563931, -121.942715",36.6," -121.942715","Yes","14",12,"30","mg / L","2.2","8.05","frozen, high-protein krill","","","satation","",NA,1,4.21,"","","","",61,3900,0.11,"55","","","","","Juvinille","Juvenile","","36","Intermittent-Flow","","Equilibration with with N2","","","10","% Air Sat",30,12,"","","","","SMR","114,2","","","mg O2/kg/h",15.02,"141,432","","","","","% O2 sat","",2.96,"","","","","","","","broken stick regression method","150","Information suplied by Prof. Hamilton","","","","","Mattiasen, E. G., Kashef, N. S., Stafford, D. M., Logan, C. A., Sogard, S. M., Bjorkstedt, E. P., & Hamilton, S. L. (2020). Effects of hypoxia on the behavior and physiology of kelp forest fishes. Global change biology, 26(6), 3498-3511.",NA,NA,NA,0.99,"round","Sebastes_mystinus",30,0,0.624282096,36.6,0.107948718,-0.966782511,1.176669933,-0.086241922,-5.27e-16,-8.401531022,"quantatative",NA
"623","Sebastidae","Sebastes","mystinus","blue rockfish","Stillwater Cove, central California","36.563931, -121.942715",36.6," -121.942715","Yes","14",12,"30","mg / L","2.2","8.05","frozen, high-protein krill","","","satation","",NA,1,2.65,"","","","",61,3900,0.07,"53","","","","","Juvinille","Juvenile","","36","Intermittent-Flow","","Equilibration with with N2","","","10","% Air Sat",30,12,"","","","","SMR","92,87","","","mg O2/kg/h",7.69,"131,249","","","","","% O2 sat","",2.75,"","","","","","","","broken stick regression method","150","Information suplied by Prof. Hamilton","","","","","Mattiasen, E. G., Kashef, N. S., Stafford, D. M., Logan, C. A., Sogard, S. M., Bjorkstedt, E. P., & Hamilton, S. L. (2020). Effects of hypoxia on the behavior and physiology of kelp forest fishes. Global change biology, 26(6), 3498-3511.",NA,NA,NA,0.99,"round","Sebastes_mystinus",30,0,0.423245874,36.6,0.067948718,-1.167818733,0.88592634,-0.208681954,-5.27e-16,-8.401531022,"quantatative",NA
"624","Sebastidae","Sebastes","mystinus","blue rockfish","Stillwater Cove, central California","36.563931, -121.942715",36.6," -121.942715","Yes","14",12,"30","mg / L","2.2","8.05","frozen, high-protein krill","","","satation","",NA,1,3.35,"","","","",61,3900,0.09,"54","","","","","Juvinille","Juvenile","","36","Intermittent-Flow","","Equilibration with with N2","","","10","% Air Sat",30,12,"","","","","SMR","108,63","","","mg O2/kg/h",11.37,"166,047","","","","","% O2 sat","",3.47,"","","","","","","","broken stick regression method","150","Information suplied by Prof. Hamilton","","","","","Mattiasen, E. G., Kashef, N. S., Stafford, D. M., Logan, C. A., Sogard, S. M., Bjorkstedt, E. P., & Hamilton, S. L. (2020). Effects of hypoxia on the behavior and physiology of kelp forest fishes. Global change biology, 26(6), 3498-3511.",NA,NA,NA,0.99,"round","Sebastes_mystinus",30,0,0.525044807,36.6,0.085897436,-1.0660198,1.055760465,-0.124071888,-5.27e-16,-8.401531022,"quantatative",NA
"625","Sebastidae","Sebastes","mystinus","blue rockfish","Stillwater Cove, central California","36.563931, -121.942715",36.6," -121.942715","Yes","14",12,"30","mg / L","2.2","8.05","frozen, high-protein krill","","","satation","",NA,1,3.47,"","","","",61,3900,0.09,"54","","","","","Juvinille","Juvenile","","36","Intermittent-Flow","","Equilibration with with N2","","","10","% Air Sat",30,12,"","","","","SMR","91,24","","","mg O2/kg/h",9.89,"271,076","","","","","% O2 sat","",5.67,"","","","","","","","broken stick regression method","150","Information suplied by Prof. Hamilton","","","","","Mattiasen, E. G., Kashef, N. S., Stafford, D. M., Logan, C. A., Sogard, S. M., Bjorkstedt, E. P., & Hamilton, S. L. (2020). Effects of hypoxia on the behavior and physiology of kelp forest fishes. Global change biology, 26(6), 3498-3511.",NA,NA,NA,0.99,"round","Sebastes_mystinus",30,0,0.540329475,36.6,0.088974359,-1.050735132,0.995196292,-0.197432084,-5.27e-16,-8.401531022,"quantatative",NA
