"","X.3","X.2","X.1","Family","Genus","Species","Common.Name","Origin","Lat...Long","latitude","longitude","Wild.caught.","Acclimation.Time..days.","Acclimation.Temperature..OC.","Acclimation.Salinity..psu.","PO2.Units","Acclimation.PO2","Acclimation.pH","Diet","Energy.Content","Ration.Unit","Ration.Size","Feeding.Regime","Photoperiod.Hours..L.D.","Sample.Size","Mean.Mass..g.","Mass.SD","Mass.SEM","Mass.Range.Upper..kg.","Mass.Range.Lower..kg.","Max.published.length..cm.","Calculated.mass..g.","percent.BM","Mean.Length..mm.","Length.SD","Length.SEM","Length.Range.Upper..mm.","Length.Range.Lower..mm.","Life.Stage","Expected.life.stage","Sex","Last.Feed..h.","RESPIROMETRY_TYPE","Swimming.Speed..body.lengths.s.1.","Hypoxia.Exposure.Method","Rate.of.Hypoxia.Onset..PO2.unit...min.1.","PO2.Setpoint.Time..mins.","Minimum.PO2","PO2.Unit","Salinity..psu.","Temp","pH","PCO2..uatm.","Access.to.Air","Oxy...conforming...regulating","Routine....Standard.MO2...RMR...SMR.","ORIGINAL_MR_VALUE","MO2.Range.Upper","MO2.Range.Lower","MO2.Units","omrekenfactor.naar.micro.mol.kg.h","MR.µM.h","Critical_PO2","Critical.PO2.Range...Upper.Limit","Critical.PO2.Range...Lower.Limit","Critical.PO2.SD","Critical.PO2.SEM","Critical.PO2.Unit","Air.Breathing.Threshold","Pcrit..kPa.","Pcrit_SE","Pcrit.SD..kPa.","SMR..mgO2...kg..hr.","RMR..mgO2..kg..hr.","X100...Air.Sat...mmHg.","Statistical.Method","SMR.Determination.Method","Pcrit.Calculation.Method","mean.duration.of.Pcrit.trial..min.","Comments.and.Reference.Details","Reference","Year","Corresponding.Author","DOI","Full.Citation","X","C.Value","C.Value.method","Estimated_C.Value","Aspect.ratio.of.the.caudal.fin","animal","Salt","Taccl","logMass","Lat_abs","Calculatedpercent","logpercentcalc","logMR","residMR","relT","relT2","Salt_type_data"
"662",662,662,662,"Carcharhinidae","Negaprion","acutidens","sicklefin lemon shark","Moorea, French Polynesia","-17.534849, -149.829107",-17.5,"-149,829107","Yes","",28,"Seawater","","","","Fresh tuna","","","ad libitum","every other day","natural light cycle",1,1350,"","","","","380",461500,0.29,"","","","","","neonates","Juvenile","","","Closed","","O2 consumption by fish","","","2","mg/ml",30,29.4,"","","","","RMR","283.73","","","mg O2 kg?0.89 h?1","",24057.87,"","","","","","kPa","",14.36,"1.66","","","","","","","linear regression","240","Pcrit data was measured per individual fish. Pcrit was measured using static trials while sharks need to swim for O2 uptake. So this could influence the Pcrit. See discussion in paper.","","","","","Bouyoucos, I. A., Trujillo, J. E., Weideli, O. C., Nakamura, N., Mourier, J., Planes, S., ... & Rummer, J. L. (2021). Investigating links between thermal tolerance and oxygen supply capacity in shark neonates from a hyperoxic tropical environment. Science of The Total Environment, 146854.",NA,NA,NA,3.7,"crescent","Negaprion_acutidens",35,-1.4,3.13033376849501,17.5,0.292524377031419,-0.533837936866925,4.38125717378539,0.554377196250811,-1.85962356624714e-15,3.52689851213686,"qualitative (Seawater)"
"663",663,663,663,"Carcharhinidae","Negaprion","acutidens","sicklefin lemon shark","Moorea, French Polynesia","-17.534849, -149.829107",-17.5,"-149,829107","Yes","",28,"Seawater","","","","Fresh tuna","","","ad libitum","every other day","natural light cycle",1,990,"","","","","380",461500,0.21,"","","","","","neonates","Juvenile","","","Closed","","O2 consumption by fish","","","2","mg/ml",30,29.4,"","","","","RMR","221.25","","","mg O2 kg?0.89 h?1","",13340.91,"","","","","","kPa","",17.08,"1.66","","","","","","","linear regression","240","Pcrit data was measured per individual fish. Pcrit was measured using static trials while sharks need to swim for O2 uptake. So this could influence the Pcrit. See discussion in paper.","","","","","Bouyoucos, I. A., Trujillo, J. E., Weideli, O. C., Nakamura, N., Mourier, J., Planes, S., ... & Rummer, J. L. (2021). Investigating links between thermal tolerance and oxygen supply capacity in shark neonates from a hyperoxic tropical environment. Science of The Total Environment, 146854.",NA,NA,NA,3.7,"crescent","Negaprion_acutidens",35,-1.4,2.99563519459755,17.5,0.214517876489707,-0.668536510764381,4.1251854543556,0.411072466904876,-1.85962356624714e-15,3.52689851213686,"qualitative (Seawater)"
"664",664,664,664,"Carcharhinidae","Negaprion","acutidens","sicklefin lemon shark","Moorea, French Polynesia","-17.534849, -149.829107",-17.5,"-149,829107","Yes","",28,"Seawater","","","","Fresh tuna","","","ad libitum","every other day","natural light cycle",1,1000,"","","","","380",461500,0.22,"","","","","","neonates","Juvenile","","","Closed","","O2 consumption by fish","","","2","mg/ml",30,29.4,"","","","","RMR","161.77","","","mg O2 kg?0.89 h?1","",9478.9,"","","","","","kPa","",16.95,"1.66","","","","","","","linear regression","240","Pcrit data was measured per individual fish. Pcrit was measured using static trials while sharks need to swim for O2 uptake. So this could influence the Pcrit. See discussion in paper.","","","","","Bouyoucos, I. A., Trujillo, J. E., Weideli, O. C., Nakamura, N., Mourier, J., Planes, S., ... & Rummer, J. L. (2021). Investigating links between thermal tolerance and oxygen supply capacity in shark neonates from a hyperoxic tropical environment. Science of The Total Environment, 146854.",NA,NA,NA,3.7,"crescent","Negaprion_acutidens",35,-1.4,3,17.5,0.216684723726977,-0.664171705361931,3.97675794159458,0.258990825126045,-1.85962356624714e-15,3.52689851213686,"qualitative (Seawater)"
"665",665,665,665,"Carcharhinidae","Negaprion","acutidens","sicklefin lemon shark","Moorea, French Polynesia","-17.534849, -149.829107",-17.5,"-149,829107","Yes","",28,"Seawater","","","","Fresh tuna","","","ad libitum","every other day","natural light cycle",1,1350,"","","","","380",461500,0.29,"","","","","","neonates","Juvenile","","","Closed","","O2 consumption by fish","","","2","mg/ml",30,29.3,"","","","","RMR","222.71","","","mg O2 kg?0.89 h?1","",18327.09,"","","","","","kPa","",16.47,"1.66","","","","","","","linear regression","240","Pcrit data was measured per individual fish. Pcrit was measured using static trials while sharks need to swim for O2 uptake. So this could influence the Pcrit. See discussion in paper.","","","","","Bouyoucos, I. A., Trujillo, J. E., Weideli, O. C., Nakamura, N., Mourier, J., Planes, S., ... & Rummer, J. L. (2021). Investigating links between thermal tolerance and oxygen supply capacity in shark neonates from a hyperoxic tropical environment. Science of The Total Environment, 146854.",NA,NA,NA,3.7,"crescent","Negaprion_acutidens",35,-1.3,3.13033376849501,17.5,0.292524377031419,-0.533837936866925,4.26309351257429,0.43856521657571,-0.0999999999999996,3.42689851213686,"qualitative (Seawater)"
"666",666,666,666,"Carcharhinidae","Negaprion","acutidens","sicklefin lemon shark","Moorea, French Polynesia","-17.534849, -149.829107",-17.5,"-149,829107","Yes","",28,"Seawater","","","","Fresh tuna","","","ad libitum","every other day","natural light cycle",1,1120,"","","","","380",461500,0.24,"","","","","","neonates","Juvenile","","","Closed","","O2 consumption by fish","","","2","mg/ml",30,29.3,"","","","","RMR","142.55","","","mg O2 kg?0.89 h?1","",9209.92,"","","","","","kPa","",17.28,"1.66","","","","","","","linear regression","240","Pcrit data was measured per individual fish. Pcrit was measured using static trials while sharks need to swim for O2 uptake. So this could influence the Pcrit. See discussion in paper.","","","","","Bouyoucos, I. A., Trujillo, J. E., Weideli, O. C., Nakamura, N., Mourier, J., Planes, S., ... & Rummer, J. L. (2021). Investigating links between thermal tolerance and oxygen supply capacity in shark neonates from a hyperoxic tropical environment. Science of The Total Environment, 146854.",NA,NA,NA,3.7,"crescent","Negaprion_acutidens",35,-1.3,3.04921802267018,17.5,0.242686890574215,-0.614953682691749,3.96425585780712,0.207636064774844,-0.0999999999999996,3.42689851213686,"qualitative (Seawater)"
"667",667,667,667,"Carcharhinidae","Negaprion","acutidens","sicklefin lemon shark","Moorea, French Polynesia","-17.534849, -149.829107",-17.5,"-149,829107","Yes","",28,"Seawater","","","","Fresh tuna","","","ad libitum","every other day","natural light cycle",1,1760,"","","","","380",461500,0.38,"","","","","","neonates","Juvenile","","","Closed","","O2 consumption by fish","","","2","mg/ml",30,29.3,"","","","","RMR","335.99","","","mg O2 kg?0.89 h?1","",37925.53,"","","","","","kPa","",13.93,"1.66","","","","","","","linear regression","240","Pcrit data was measured per individual fish. Pcrit was measured using static trials while sharks need to swim for O2 uptake. So this could influence the Pcrit. See discussion in paper.","","","","","Bouyoucos, I. A., Trujillo, J. E., Weideli, O. C., Nakamura, N., Mourier, J., Planes, S., ... & Rummer, J. L. (2021). Investigating links between thermal tolerance and oxygen supply capacity in shark neonates from a hyperoxic tropical environment. Science of The Total Environment, 146854.",NA,NA,NA,3.7,"crescent","Negaprion_acutidens",35,-1.3,3.24551266781415,17.5,0.38136511375948,-0.418659037547781,4.57893165866027,0.657977859246344,-0.0999999999999996,3.42689851213686,"qualitative (Seawater)"
"668",668,668,668,"Carcharhinidae","Negaprion","acutidens","sicklefin lemon shark","Moorea, French Polynesia","-17.534849, -149.829107",-17.5,"-149,829107","Yes","",28,"Seawater","","","","Fresh tuna","","","ad libitum","every other day","natural light cycle",1,1630,"","","","","380",461500,0.35,"","","","","","neonates","Juvenile","","","Closed","","O2 consumption by fish","","","2","mg/ml",30,29.3,"","","","","RMR","307.12","","","mg O2 kg?0.89 h?1","",31751.62,"","","","","","kPa","",15.07,"1.66","","","","","","","linear regression","240","Pcrit data was measured per individual fish. Pcrit was measured using static trials while sharks need to swim for O2 uptake. So this could influence the Pcrit. See discussion in paper.","","","","","Bouyoucos, I. A., Trujillo, J. E., Weideli, O. C., Nakamura, N., Mourier, J., Planes, S., ... & Rummer, J. L. (2021). Investigating links between thermal tolerance and oxygen supply capacity in shark neonates from a hyperoxic tropical environment. Science of The Total Environment, 146854.",NA,NA,NA,3.7,"crescent","Negaprion_acutidens",35,-1.3,3.21218760440396,17.5,0.353196099674973,-0.451984100957973,4.50176588834019,0.608711174910515,-0.0999999999999996,3.42689851213686,"qualitative (Seawater)"
"669",669,669,669,"Leuciscidae","Cyprinella","venusta","Blacktail shiner","Mobile River basin","30.664213, -87.978377",30.7,"-87,978377","Yes","7",20,NA,"","","","larval chironomids and Chaoborus","","","","","12h:12h",10,4.59,"","","0.0075","0.00168","19",42.41,10.82,"","","","","",NA,"Adult","","48","Closed","","O2 consumption by fish","","","1","mg/ml",NA,20,"","","","","RMR","0,18","","","mg O2/g/h","31250",26.34,"2.47","","","","","mg O2/L","",5.62,"","","","","","","","","198","RMR measured at 5 mg/mL. So I don't know how to recalculate these vallues","","","","","Hartline, N. R., DeVries, D. R., Wright, R. A., Stoeckel, J. A., & Horne, L. M. Effect of Temperature on Respiratory Responses to Increasing Hypoxia for Five Species of Nongame Stream Fishes. Journal of the Southeastern Association of Fish and Wildlife Agencies, 7, 93-102.",NA,"1.21","FD",1.21,"crescent","Cyprinella_venusta",NA,0,0.661812685537261,30.7,10.8229191228484,1.03434441307755,1.42061577062576,0,-3.99999999999999,-2.09170200390042,"quantatative"
"670",670,670,670,"Leuciscidae","Cyprinella","venusta","Blacktail shiner","Mobile River basin","30.664213, -87.978377",30.7,"-87,978377","Yes","7",24,NA,"","","","larval chironomids and Chaoborus","","","","","12h:12h",7,4.59,"","","0.0075","0.00168","19",42.41,10.82,"","","","","",NA,"Adult","","48","Closed","","O2 consumption by fish","","","1","mg/ml",NA,24,"","","","","RMR","0,19","","","mg O2/g/h","31250",26.71,"2.36","","","","","mg O2/L","",5.78,"","","","","","","","","198","RMR measured at 5 mg/mL. So I don't know how to recalculate these vallues","","","","","Hartline, N. R., DeVries, D. R., Wright, R. A., Stoeckel, J. A., & Horne, L. M. Efiect of Temperature on Respiratory Responses to Increasing Hypoxia for Five Species of Nongame Stream Fishes. Journal of the Southeastern Association of Fish and Wildlife Agencies, 7, 93-102.",NA,"1.21","FD",1.21,"crescent","Cyprinella_venusta",NA,0,0.661812685537261,30.7,10.8229191228484,1.03434441307755,1.42667388802137,0,1.11022302462516e-16,1.90829799609958,"quantatative"
"671",671,671,671,"Leuciscidae","Cyprinella","venusta","Blacktail shiner","Mobile River basin","30.664213, -87.978377",30.7,"-87,978377","Yes","7",28,NA,"","","","larval chironomids and Chaoborus","","","","","12h:12h",7,4.59,"","","0.0075","0.00168","19",42.41,10.82,"","","","","",NA,"Adult","","48","Closed","","O2 consumption by fish","","","1","mg/ml",NA,28,"","","","","RMR","0,23","","","mg O2/g/h","31250",33.32,"2.67","","","","","mg O2/L","",6.99,"","","","","","","","","198","RMR measured at 5 mg/mL. So I don't know how to recalculate these vallues","","","","","Hartline, N. R., DeVries, D. R., Wright, R. A., Stoeckel, J. A., & Horne, L. M. Efiect of Temperature on Respiratory Responses to Increasing Hypoxia for Five Species of Nongame Stream Fishes. Journal of the Southeastern Association of Fish and Wildlife Agencies, 7, 93-102.",NA,"1.21","FD",1.21,"crescent","Cyprinella_venusta",NA,0,0.661812685537261,30.7,10.8229191228484,1.03434441307755,1.52270499273475,0,3.99999999999999,5.90829799609958,"quantatative"
"672",672,672,672,"Percidae","Etheostoma","jordani","Greenbreast darter","Mobile River basin","30.664213, -87.978377",30.7,"-87,978377","Yes","7",20,NA,"","","","larval chironomids and Chaoborus","","","","","12h:12h",4,1.18,"","","0.00185","0.00051","7,9",9.45,12.49,"","","","","",NA,"Adult","","48","Closed","","O2 consumption by fish","","","1","mg/ml",NA,20,"","","","","RMR","0,08","","","mg O2/g/h","31250",2.87,"2.39","","","","","mg O2/L","",5.44,"","","","","","","","","198","RMR measured at 5 mg/mL. So I don't know how to recalculate these vallues","","","","","Hartline, N. R., DeVries, D. R., Wright, R. A., Stoeckel, J. A., & Horne, L. M. Efiect of Temperature on Respiratory Responses to Increasing Hypoxia for Five Species of Nongame Stream Fishes. Journal of the Southeastern Association of Fish and Wildlife Agencies, 7, 93-102.",NA,NA,NA,1.07,"round","Etheostoma_jordani",NA,0,0.0718820073061254,30.7,12.4867724867725,1.09645019879686,0.457881896733992,0,-4,-2.09170200390042,"quantatative"
"673",673,673,673,"Percidae","Etheostoma","jordani","Greenbreast darter","Mobile River basin","30.664213, -87.978377",30.7,"-87,978377","Yes","7",24,NA,"","","","larval chironomids and Chaoborus","","","","","12h:12h",7,1.18,"","","0.00185","0.00051","7,9",9.45,12.49,"","","","","",NA,"Adult","","48","Closed","","O2 consumption by fish","","","1","mg/ml",NA,24,"","","","","RMR","0,14","","","mg O2/g/h","31250",5.32,"3.22","","","","","mg O2/L","",7.88,"","","","","","","","","198","RMR measured at 5 mg/mL. So I don't know how to recalculate these vallues","","","","","Hartline, N. R., DeVries, D. R., Wright, R. A., Stoeckel, J. A., & Horne, L. M. Efiect of Temperature on Respiratory Responses to Increasing Hypoxia for Five Species of Nongame Stream Fishes. Journal of the Southeastern Association of Fish and Wildlife Agencies, 7, 93-102.",NA,NA,NA,1.07,"round","Etheostoma_jordani",NA,0,0.0718820073061254,30.7,12.4867724867725,1.09645019879686,0.725911632295048,0,-4.6074255521944e-15,1.90829799609958,"quantatative"
"674",674,674,674,"Percidae","Etheostoma","jordani","Greenbreast darter","Mobile River basin","30.664213, -87.978377",30.7,"-87,978377","Yes","7",28,NA,"","","","larval chironomids and Chaoborus","","","","","12h:12h",4,1.18,"","","0.00185","0.00051","7,9",9.45,12.49,"","","","","",NA,"Adult","","48","Closed","","O2 consumption by fish","","","1","mg/ml",NA,28,"","","","","RMR","0,14","","","mg O2/g/h","31250",5.27,"3.12","","","","","mg O2/L","",8.17,"","","","","","","","","198","RMR measured at 5 mg/mL. So I don't know how to recalculate these vallues","","","","","Hartline, N. R., DeVries, D. R., Wright, R. A., Stoeckel, J. A., & Horne, L. M. Efiect of Temperature on Respiratory Responses to Increasing Hypoxia for Five Species of Nongame Stream Fishes. Journal of the Southeastern Association of Fish and Wildlife Agencies, 7, 93-102.",NA,NA,NA,1.07,"round","Etheostoma_jordani",NA,0,0.0718820073061254,30.7,12.4867724867725,1.09645019879686,0.721810615212547,0,4,5.90829799609958,"quantatative"
"675",675,675,675,"Percidae","Percina","nigrofasciata","Blackbanded darter","Mobile River basin","30.664213, -87.978377",30.7,"-87,978377","Yes","7",20,NA,"","","","larval chironomids and Chaoborus","","","","","12h:12h",5,3.89,"","","0.00678","0.001","11",12.5,31.12,"","","","","",NA,"Adult","","48","Closed","","O2 consumption by fish","","","1","mg/ml",NA,20,"","","","","RMR","0,13","","","mg O2/g/h","31250",15.75,"2.6","","","","","mg O2/L","",5.9,"","","","","","","","","198","RMR measured at 5 mg/mL. So I don't know how to recalculate these vallues","","","","","Hartline, N. R., DeVries, D. R., Wright, R. A., Stoeckel, J. A., & Horne, L. M. Efiect of Temperature on Respiratory Responses to Increasing Hypoxia for Five Species of Nongame Stream Fishes. Journal of the Southeastern Association of Fish and Wildlife Agencies, 7, 93-102.",NA,NA,NA,1.06,"round","Percina_nigrofasciata",NA,0,0.589949601325708,30.7,31.12,1.49303958831765,1.19728055812562,0,-2,-2.09170200390042,"quantatative"
"676",676,676,676,"Percidae","Percina","nigrofasciata","Blackbanded darter","Mobile River basin","30.664213, -87.978377",30.7,"-87,978377","Yes","7",22,NA,"","","","larval chironomids and Chaoborus","","","","","12h:12h",5,3.89,"","","0.00678","0.001","11",12.5,31.12,"","","","","",NA,"Adult","","48","Closed","","O2 consumption by fish","","","1","mg/ml",NA,22,"","","","","RMR","0,12","","","mg O2/g/h","31250",14.22,"2.84","","","","","mg O2/L","",6.7,"","","","","","","","","198","RMR measured at 5 mg/mL. So I don't know how to recalculate these vallues","","","","","Hartline, N. R., DeVries, D. R., Wright, R. A., Stoeckel, J. A., & Horne, L. M. Efiect of Temperature on Respiratory Responses to Increasing Hypoxia for Five Species of Nongame Stream Fishes. Journal of the Southeastern Association of Fish and Wildlife Agencies, 7, 93-102.",NA,NA,NA,1.06,"round","Percina_nigrofasciata",NA,0,0.589949601325708,30.7,31.12,1.49303958831765,1.15289959639375,0,-1.63757896132211e-15,-0.0917020039004233,"quantatative"
"677",677,677,677,"Percidae","Percina","nigrofasciata","Blackbanded darter","Mobile River basin","30.664213, -87.978377",30.7,"-87,978377","Yes","7",24,NA,"","","","larval chironomids and Chaoborus","","","","","12h:12h",6,3.89,"","","0.00678","0.001","11",12.5,31.12,"","","","","",NA,"Adult","","48","Closed","","O2 consumption by fish","","","1","mg/ml",NA,24,"","","","","RMR","0,16","","","mg O2/g/h","31250",19.9,"3.03","","","","","mg O2/L","",7.42,"","","","","","","","","198","RMR measured at 5 mg/mL. So I don't know how to recalculate these vallues","","","","","Hartline, N. R., DeVries, D. R., Wright, R. A., Stoeckel, J. A., & Horne, L. M. Efiect of Temperature on Respiratory Responses to Increasing Hypoxia for Five Species of Nongame Stream Fishes. Journal of the Southeastern Association of Fish and Wildlife Agencies, 7, 93-102.",NA,NA,NA,1.06,"round","Percina_nigrofasciata",NA,0,0.589949601325708,30.7,31.12,1.49303958831765,1.29885307640971,0,2.00000000000001,1.90829799609958,"quantatative"
